ID,command,encrypted_cmd
6940,{'axes': {'0': -0.486846923828125, '1': -1.0, '2': -1.0, '3': -0.033416748046875, '4': 0.12457275390625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a3e6e3a3f59f14938545aeb3e8e41cd1e70067f7983cd1c66db1f14b03f50d533d0db5ce8f92935521df741fc4
6944,{'axes': {'0': -0.483673095703125, '1': -1.0, '2': -1.0, '3': -0.16632080078125, '4': 0.173797607421875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c9bf23f4d07f04445b4af4ce468f69125e79f47e5b88f273de50bda2da0e4b8c3152c1ce7933bdc99b59b262fc
6944,{'axes': {'0': -0.483673095703125, '1': -1.0, '2': -1.0, '3': -0.16632080078125, '4': 0.173797607421875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c9bf23f4d07f04445b4af4ce468f69125e79f47e5b88f273de50bda2da0e4b8c3152c1ce7933bdc99b59b262fc
6948,{'axes': {'0': -0.3065185546875, '1': -1.0, '2': -1.0, '3': 0.024505615234375, '4': 0.01605224609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e68ce17a2f8d5c5a4697fb39c86bd3f462b1779e8f5cede1510470168752b4ccb31e63e91a273186567bde2332
6948,{'axes': {'0': -0.3065185546875, '1': -1.0, '2': -1.0, '3': 0.024505615234375, '4': 0.01605224609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e68ce17a2f8d5c5a4697fb39c86bd3f462b1779e8f5cede1510470168752b4ccb31e63e91a273186567bde2332
6952,{'axes': {'0': -0.192962646484375, '1': -1.0, '2': -1.0, '3': 0.038604736328125, '4': 0.00457763671875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},973ab7109e0262994a9486d5eec4e4399f6394f92ba13594db0e62e041fb784a671f612d400d1d2487065e3961
6952,{'axes': {'0': -0.192962646484375, '1': -1.0, '2': -1.0, '3': 0.038604736328125, '4': 0.00457763671875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},973ab7109e0262994a9486d5eec4e4399f6394f92ba13594db0e62e041fb784a671f612d400d1d2487065e3961
6956,{'axes': {'0': -0.105712890625, '1': -1.0, '2': -1.0, '3': 0.038604736328125, '4': 0.00457763671875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},164d8c8032432bb176988100529cfe612c0dce55d8667677e3bc52e1a41d0a4ff2a8badcce5eb25c9d9ecc270b
6956,{'axes': {'0': -0.105712890625, '1': -1.0, '2': -1.0, '3': 0.038604736328125, '4': 0.00457763671875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},164d8c8032432bb176988100529cfe612c0dce55d8667677e3bc52e1a41d0a4ff2a8badcce5eb25c9d9ecc270b
6960,{'axes': {'0': 0.03228759765625, '1': -1.0, '2': -1.0, '3': 0.038604736328125, '4': 0.00457763671875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9d0648d1cc29a18bd5aa314217e3121cc23f192046f65923d948181ff600d56274a8de76d6d1adea1b5c671857
6960,{'axes': {'0': 0.03228759765625, '1': -1.0, '2': -1.0, '3': 0.038604736328125, '4': 0.00457763671875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9d0648d1cc29a18bd5aa314217e3121cc23f192046f65923d948181ff600d56274a8de76d6d1adea1b5c671857
6964,{'axes': {'0': 0.039764404296875, '1': -1.0, '2': -1.0, '3': 0.038604736328125, '4': 0.007354736328125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},198d7934732bd0da49fb9f822129071dc0886d002c4db9454669815fbe65550bdd8f3f540f635f098f56edd996
6964,{'axes': {'0': 0.039764404296875, '1': -1.0, '2': -1.0, '3': 0.038604736328125, '4': 0.007354736328125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},198d7934732bd0da49fb9f822129071dc0886d002c4db9454669815fbe65550bdd8f3f540f635f098f56edd996
6968,{'axes': {'0': 0.042694091796875, '1': -1.0, '2': -1.0, '3': 0.087554931640625, '4': 0.075927734375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8741190188cf351e33248586b4708d4f7eb8978106f74c2886a184d6d7625bf9e6a295d5d4fb2088d93ff7137b
6968,{'axes': {'0': 0.042694091796875, '1': -1.0, '2': -1.0, '3': 0.087554931640625, '4': 0.075927734375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8741190188cf351e33248586b4708d4f7eb8978106f74c2886a184d6d7625bf9e6a295d5d4fb2088d93ff7137b
6973,{'axes': {'0': 0.042694091796875, '1': -1.0, '2': -1.0, '3': 0.082061767578125, '4': -0.002777099609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f4fd86fc26ff729fce390f0ec68ee430f006bac863502115f7e355f444a8508f2575cd6dcb04166be1fef2d0a9
6973,{'axes': {'0': 0.042694091796875, '1': -1.0, '2': -1.0, '3': 0.082061767578125, '4': -0.002777099609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f4fd86fc26ff729fce390f0ec68ee430f006bac863502115f7e355f444a8508f2575cd6dcb04166be1fef2d0a9
6977,{'axes': {'0': 0.042694091796875, '1': -1.0, '2': -1.0, '3': 0.07366943359375, '4': 0.000335693359375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b2abd9c29d937a3bc9f93d26cca9336e7967f2bea8021565dcea95efb9ffa921e4e14b6c8448e45ff6c27eeff
6977,{'axes': {'0': 0.042694091796875, '1': -1.0, '2': -1.0, '3': 0.07366943359375, '4': 0.000335693359375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1b2abd9c29d937a3bc9f93d26cca9336e7967f2bea8021565dcea95efb9ffa921e4e14b6c8448e45ff6c27eeff
6981,{'axes': {'0': 0.042694091796875, '1': -1.0, '2': -1.0, '3': 0.07098388671875, '4': 0.000335693359375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b8ad9cb915131b9b24ea72f59be77bee8eed0ca2a711baeaef1cedb83784cb81e0bea537b872c06f1c488b5a1a
6981,{'axes': {'0': 0.042694091796875, '1': -1.0, '2': -1.0, '3': 0.07098388671875, '4': 0.000335693359375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b8ad9cb915131b9b24ea72f59be77bee8eed0ca2a711baeaef1cedb83784cb81e0bea537b872c06f1c488b5a1a
6985,{'axes': {'0': -0.060546875, '1': -1.0, '2': -1.0, '3': 0.396728515625, '4': 0.079925537109375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a1457b8b8d614d9a2490914f50143fb1bb75f5f947ae0b99ab186dd8c241c624c2191c66b7136d83dd2211fc0d
6985,{'axes': {'0': -0.060546875, '1': -1.0, '2': -1.0, '3': 0.396728515625, '4': 0.079925537109375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a1457b8b8d614d9a2490914f50143fb1bb75f5f947ae0b99ab186dd8c241c624c2191c66b7136d83dd2211fc0d
6990,{'axes': {'0': -0.389251708984375, '1': -1.0, '2': -1.0, '3': 0.999969482421875, '4': 0.047271728515625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9e12ae25a8a2db77fe8ab1be78e391309e7ba9a86e61f8db9bd7da7992c9e88a59eb16c4407b0d88fc67fd20eb
6990,{'axes': {'0': -0.389251708984375, '1': -1.0, '2': -1.0, '3': 0.999969482421875, '4': 0.047271728515625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9e12ae25a8a2db77fe8ab1be78e391309e7ba9a86e61f8db9bd7da7992c9e88a59eb16c4407b0d88fc67fd20eb
6994,{'axes': {'0': -0.432159423828125, '1': -1.0, '2': -1.0, '3': 0.33477783203125, '4': 0.058502197265625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a317dc835730a75a3b6114efd5ba5b8135834da2b39b22d3c5a6266b33227a59568bc44a0acc872f7f90bb6735
6994,{'axes': {'0': -0.432159423828125, '1': -1.0, '2': -1.0, '3': 0.33477783203125, '4': 0.058502197265625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a317dc835730a75a3b6114efd5ba5b8135834da2b39b22d3c5a6266b33227a59568bc44a0acc872f7f90bb6735
6998,{'axes': {'0': -0.49139404296875, '1': -1.0, '2': -1.0, '3': 0.0477294921875, '4': 0.006927490234375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},57f7889bd80d89d8adbb6a231c798b258ea5ce4beca64f713b4d8f5ad4f94dc4c1fd978b57ecc0f6c6bdc70a28
6998,{'axes': {'0': -0.49139404296875, '1': -1.0, '2': -1.0, '3': 0.0477294921875, '4': 0.006927490234375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},57f7889bd80d89d8adbb6a231c798b258ea5ce4beca64f713b4d8f5ad4f94dc4c1fd978b57ecc0f6c6bdc70a28
7002,{'axes': {'0': -0.494842529296875, '1': -1.0, '2': -1.0, '3': 0.042144775390625, '4': 0.0042724609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},32c8c0ee63321b25a68fac2015dd1e1c03680948cf953ef4eadfd1bf93341b055a93c02a89cede31f71573e109
7002,{'axes': {'0': -0.494842529296875, '1': -1.0, '2': -1.0, '3': 0.042144775390625, '4': 0.0042724609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},32c8c0ee63321b25a68fac2015dd1e1c03680948cf953ef4eadfd1bf93341b055a93c02a89cede31f71573e109
7006,{'axes': {'0': -0.534332275390625, '1': -1.0, '2': -1.0, '3': 0.47296142578125, '4': 0.03985595703125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},82adf7e561ecab50e1023fbc888990c6bdcc0893f5cc6c4aeb744f705a666ffcc0b5bd7dfd63c596d7f3f89a27
7006,{'axes': {'0': -0.534332275390625, '1': -1.0, '2': -1.0, '3': 0.47296142578125, '4': 0.03985595703125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},82adf7e561ecab50e1023fbc888990c6bdcc0893f5cc6c4aeb744f705a666ffcc0b5bd7dfd63c596d7f3f89a27
7011,{'axes': {'0': -0.615570068359375, '1': -1.0, '2': -1.0, '3': 0.999755859375, '4': 0.228485107421875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6c8c267a7ffe58855b4e6e4bbc7ab44b8198b0bdb7ff901c54ad3d216c27c8a2f8ce8f85a2ed4294c4b49cf562
7011,{'axes': {'0': -0.615570068359375, '1': -1.0, '2': -1.0, '3': 0.999755859375, '4': 0.228485107421875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6c8c267a7ffe58855b4e6e4bbc7ab44b8198b0bdb7ff901c54ad3d216c27c8a2f8ce8f85a2ed4294c4b49cf562
7015,{'axes': {'0': -0.45404052734375, '1': -1.0, '2': -1.0, '3': 0.08245849609375, '4': 0.150390625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bd22af75a832239e6e60a8c10e389fe8943de96bcdbe9db677e259c27e32947141c35b46f59eed1516345617c2
7015,{'axes': {'0': -0.45404052734375, '1': -1.0, '2': -1.0, '3': 0.08245849609375, '4': 0.150390625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bd22af75a832239e6e60a8c10e389fe8943de96bcdbe9db677e259c27e32947141c35b46f59eed1516345617c2
7019,{'axes': {'0': -0.10968017578125, '1': -1.0, '2': -1.0, '3': 0.04638671875, '4': 0.056976318359375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0e859604e5e1ad2f80ae9e7050f649063419ee9c019acfe1418b24cea911eb73df11f9950d9a3e660813fab77e
7019,{'axes': {'0': -0.10968017578125, '1': -1.0, '2': -1.0, '3': 0.04638671875, '4': 0.056976318359375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0e859604e5e1ad2f80ae9e7050f649063419ee9c019acfe1418b24cea911eb73df11f9950d9a3e660813fab77e
7023,{'axes': {'0': 0.038238525390625, '1': -1.0, '2': -1.0, '3': 0.0494384765625, '4': 0.0015869140625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},af439bfed64e234c5e7c4a7d619abbea5ddfa772474ac4f995c9383b684d56be6b8dfdae094644ace28a2398e3
7023,{'axes': {'0': 0.038238525390625, '1': -1.0, '2': -1.0, '3': 0.0494384765625, '4': 0.0015869140625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},af439bfed64e234c5e7c4a7d619abbea5ddfa772474ac4f995c9383b684d56be6b8dfdae094644ace28a2398e3
7027,{'axes': {'0': 0.04736328125, '1': -1.0, '2': -1.0, '3': 0.0521240234375, '4': -0.0072021484375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},70473a68f937d2a775a67a801a374e91dcb5102a8e3fa228b01cbf2450c5cfa1cd2b437ea1410f1e8f127c9b0d
7027,{'axes': {'0': 0.04736328125, '1': -1.0, '2': -1.0, '3': 0.0521240234375, '4': -0.0072021484375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},70473a68f937d2a775a67a801a374e91dcb5102a8e3fa228b01cbf2450c5cfa1cd2b437ea1410f1e8f127c9b0d
7032,{'axes': {'0': 0.050201416015625, '1': -1.0, '2': -1.0, '3': 0.0521240234375, '4': -0.010040283203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0}},95abebd09e2790c9a46b7ce9bd7065d1d021b0300f56bf752c6581f8152d8290bb69efbba4fbff7289f8144686
7032,{'axes': {'0': 0.050201416015625, '1': -1.0, '2': -1.0, '3': 0.0521240234375, '4': -0.010040283203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0}},95abebd09e2790c9a46b7ce9bd7065d1d021b0300f56bf752c6581f8152d8290bb69efbba4fbff7289f8144686
7036,{'axes': {'0': 0.04736328125, '1': -1.0, '2': -1.0, '3': 0.0521240234375, '4': -0.010040283203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0}},678e1f3a2be912de34b21b9fbd69ce25312ce6887cc907d0fbeef1a45d43727f3dc7e186b8069c8c65f24ce968
7036,{'axes': {'0': 0.04736328125, '1': -1.0, '2': -1.0, '3': 0.0521240234375, '4': -0.010040283203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0}},678e1f3a2be912de34b21b9fbd69ce25312ce6887cc907d0fbeef1a45d43727f3dc7e186b8069c8c65f24ce968
7040,{'axes': {'0': 0.071441650390625, '1': -1.0, '2': -1.0, '3': 0.0521240234375, '4': -0.010040283203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0}},51b644fab589b3974e4d2a69f5cda554ba4ccb2043d2c5ce19af62707552192fd01661977f1d6b7930a39a79c6
7040,{'axes': {'0': 0.071441650390625, '1': -1.0, '2': -1.0, '3': 0.0521240234375, '4': -0.010040283203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0}},51b644fab589b3974e4d2a69f5cda554ba4ccb2043d2c5ce19af62707552192fd01661977f1d6b7930a39a79c6
7044,{'axes': {'0': 0.0843505859375, '1': -1.0, '2': -1.0, '3': 0.0521240234375, '4': -0.010040283203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a94bb3c8da86a97ecb059c0b1ae0bbb9c5c1c6fe2ce3fb815bb6a077c5d5682b4879dbbcf1356fea118eff8651
7044,{'axes': {'0': 0.0843505859375, '1': -1.0, '2': -1.0, '3': 0.0521240234375, '4': -0.010040283203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a94bb3c8da86a97ecb059c0b1ae0bbb9c5c1c6fe2ce3fb815bb6a077c5d5682b4879dbbcf1356fea118eff8651
7048,{'axes': {'0': 0.1005859375, '1': -1.0, '2': -1.0, '3': 0.0521240234375, '4': -0.007415771484375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},79fd0473baeb2123be9ff27cd98fe5cf36e5b883d567bfec6d650f9ef8a2e312ff322380b1be1d632179c68581
7048,{'axes': {'0': 0.1005859375, '1': -1.0, '2': -1.0, '3': 0.0521240234375, '4': -0.007415771484375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},79fd0473baeb2123be9ff27cd98fe5cf36e5b883d567bfec6d650f9ef8a2e312ff322380b1be1d632179c68581
7053,{'axes': {'0': 0.103363037109375, '1': -1.0, '2': -1.0, '3': 0.0521240234375, '4': -0.004791259765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},46dbd419be1baa46762e40c280ed30077b095b3d0cc51481fbf9845c59aa3a3de78c470484142c235a81392534
7053,{'axes': {'0': 0.103363037109375, '1': -1.0, '2': -1.0, '3': 0.0521240234375, '4': -0.004791259765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},46dbd419be1baa46762e40c280ed30077b095b3d0cc51481fbf9845c59aa3a3de78c470484142c235a81392534
7057,{'axes': {'0': 0.103363037109375, '1': -1.0, '2': -1.0, '3': 0.061859130859375, '4': 0.00213623046875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3db14817494fc26a6085d6c3479f0d0a0e221f8eb36a1f844f9eaa09795213277f59761e202172ca9ed3fc086d
7057,{'axes': {'0': 0.103363037109375, '1': -1.0, '2': -1.0, '3': 0.061859130859375, '4': 0.00213623046875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3db14817494fc26a6085d6c3479f0d0a0e221f8eb36a1f844f9eaa09795213277f59761e202172ca9ed3fc086d
7061,{'axes': {'0': 0.139556884765625, '1': -1.0, '2': -1.0, '3': 0.036376953125, '4': 0.016143798828125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3c0bf69575c8efc36c7fd53109079dd54d364d388ef0f9d34b2886f27b0c61ea5ea98691d005f8ebea1c48b014
7061,{'axes': {'0': 0.139556884765625, '1': -1.0, '2': -1.0, '3': 0.036376953125, '4': 0.016143798828125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3c0bf69575c8efc36c7fd53109079dd54d364d388ef0f9d34b2886f27b0c61ea5ea98691d005f8ebea1c48b014
7066,{'axes': {'0': 0.37445068359375, '1': -1.0, '2': -1.0, '3': -1.0, '4': 0.24993896484375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e344789c2acb59abb277ab8a2aea18305724f4c3df710110cd4f9d6cbcdb0288e10d510c6225eebc7a797596ca
7066,{'axes': {'0': 0.37445068359375, '1': -1.0, '2': -1.0, '3': -1.0, '4': 0.24993896484375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e344789c2acb59abb277ab8a2aea18305724f4c3df710110cd4f9d6cbcdb0288e10d510c6225eebc7a797596ca
7070,{'axes': {'0': 0.6748046875, '1': -1.0, '2': -1.0, '3': -0.0721435546875, '4': 0.09869384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9663983e8cf799f591c4b562e42b8b8c696df4570008c4f1f5d6983f80044e0d9f277c3a1134eb28208e53709e
7070,{'axes': {'0': 0.6748046875, '1': -1.0, '2': -1.0, '3': -0.0721435546875, '4': 0.09869384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9663983e8cf799f591c4b562e42b8b8c696df4570008c4f1f5d6983f80044e0d9f277c3a1134eb28208e53709e
7074,{'axes': {'0': 0.69964599609375, '1': -1.0, '2': -1.0, '3': 0.047332763671875, '4': 0.068511962890625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ad96cb74e8af3e503cdf34d0e34bd6caff19c41441a1aae16de6703f3a7d94fb5926e076ca12b1adc6739b0e32
